config_name,model_type,n_points,l_inf,alpha,a,r2
ffn_small,ffn,6,0.23965136555600952,0.9284522470426263,85.1826384338696,0.9835477378066614
glm,glm,6,0.24127969630335988,0.9334686093730252,49.70482367200481,0.9605603270229043
tabm_mini_small,tabm_mini,6,0.23956789774627774,0.9115281554164467,60.73890298475066,0.9321064144843227
transformer_multicls_small,transformer_multicls,6,0.23979343719420795,0.9911589655105708,164.49026674323167,0.9487479083368383
transformer_multicls_ssl_small,transformer_multicls_ssl,6,0.23993716719298408,0.9956572022504867,163.85169330789603,0.9331667759356241
